qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q1737034,surgery,外科手術,Q796194,Kaufman Assessment Battery for Children,K-ABC,psychological test,,,,,,
Q1028104,surgery,外科手術,Q796194,Camberwell family interview,,,,,,,,
Q1035871,surgery,外科手術,Q796194,Career Counselling for Teachers,,,,,,,,
Q1389495,surgery,外科手術,Q796194,Frankfurt Attention Inventory,,a psychological test to assess the ability to pay attention and concentrate,,,,,,
Q1229320,surgery,外科手術,Q796194,Dissociative Experiences Scale,解離体験尺度,questionnaire to screen for dissociative identity disorder,,,,,,
Q818326,surgery,外科手術,Q796194,Benton Visual Retention Test,,medical diagnostic method,,,,,,
Q196775,surgery,外科手術,Q796194,Zervikalabstrich,,German term: a medical procedure in the context of the gynecological examination,,,,,,
Q32566,surgery,外科手術,Q796194,computed tomography,コンピュータ断層撮影,medical imaging procedure using X-rays to produce cross-sectional images,放射線を用いて、物体の内部をスライス画像化して観察できるようにする技術,D014057,,,,
Q897939,surgery,外科手術,Q796194,Myers-Briggs Type Indicator,MBTI,model of personality types,アメリカで提唱された、類型論に基づくパーソナリティ検査(性格検査）,,,,,
Q332126,surgery,外科手術,Q796194,ELISA,ELISA,assay,試料の分析方法,D004797,,,,C0014441
Q1440411,surgery,外科手術,Q796194,Life Satisfaction Questionnaire,,a psychological test that records the extent of life satisfaction,,,,,,
Q2893010,surgery,外科手術,Q796194,house-tree-person test,HTPテスト,"psychological test in which the client is asked to make a drawing that includes a house, a tree and a person, after which the therapist asks several questions about each",心理学のテスト,,,,,
Q680820,surgery,外科手術,Q796194,Freiburger Persönlichkeitsinventar,,psychological personality test,,,,,,
Q1929014,surgery,外科手術,Q796194,glycemic load,グリセミック負荷,estimate of how much a quantity of food will raise a person's blood glucose level,,D000067940,,,,C4042927
Q1397988,surgery,外科手術,Q796194,Gießen-Test,,,,,,,,
Q1500020,surgery,外科手術,Q796194,PHQ Stress Module,,,,,,,,
Q1453858,surgery,外科手術,Q796194,Freiburg Complaints List,,standardized German-language questionnaire for physical and psychological complaints,,,,,,
Q1743663,surgery,外科手術,Q796194,Kirton Adaption-Innovation-Inventory,,,,,,,,
Q1951134,surgery,外科手術,Q796194,movement assessment battery for children,,,,,,,,
Q2044157,surgery,外科手術,Q796194,PHQ panic module,,,,,,,,
Q1255660,surgery,外科手術,Q796194,Sexual Compulsivity Scale,,medical diagnostic method,,,,,,
Q961880,surgery,外科手術,Q796194,Magnetic field imaging,磁場画像法,noninvasive and contact-free cardiac diagnostic method,,,,,,
Q16636035,surgery,外科手術,Q796194,Veterinary hemodialysis,,,,,,,,
Q1139225,surgery,外科手術,Q796194,Pavlov's dog,,a reference to experiments in classical conditioning made by the Russian physiologist Ivan Pavlov using dogs,,,,,,
Q2807637,surgery,外科手術,Q796194,Vienna Test System,,digital psychological assessment system,,,,,,
Q4176369,surgery,外科手術,Q796194,Bogardus social distance scale,,,,,,,,
Q829680,surgery,外科手術,Q796194,complaints list,,standardized German-language questionnaire for physical and psychological complaints,,,,,,
Q1907185,surgery,外科手術,Q796194,Maslach Burnout Inventory,,Test to assess the burn-out experience of a person,,,,,,
Q6491979,surgery,外科手術,Q796194,laryngotomy,,,,,,,,
Q814201,surgery,外科手術,Q796194,Zerssen Befindlichkeits-Skala,,,,,,,,
Q708232,surgery,外科手術,Q796194,arthroscopy,関節鏡,medical procedure,,D001182,,,,
Q1277086,surgery,外科手術,Q796194,D2 Test of Attention,,Neuropsychological test,,,,,,
Q1535027,surgery,外科手術,Q796194,Golden Personality Type Profiler,,questionnaire for the self-assessment of a person's personality structure,,,,,,
Q473246,surgery,外科手術,Q796194,Wechsler Memory Scale,ウェクスラー記憶検査,comprehensive battery test to assess the capacity of learning and remembering information,,D000073220,,,,C0451575
Q32012,surgery,外科手術,Q796194,Jungian Type Index,,"psychological classification metric Introduced by Optimas in 2001, developed by Thor Ødegård and Hallvard E. Ringstad, based on the work of Carl Jung",,,,,,
Q1544557,surgery,外科手術,Q796194,PHQ-4,,four-item screening instrument for depression and anxiety disorders,,,,,,
Q2474167,surgery,外科手術,Q796194,Clock drawing test,,neuropsychological test,,,,,,
Q742740,surgery,外科手術,Q796194,Binet-Simon test,,historical intelligence test,,,,,,
Q1127628,surgery,外科手術,Q796194,sialography,,radiological technique,,D012796,,,,C1659593
Q1778909,surgery,外科手術,Q796194,Patient Health Questionnaire,患者の健康アンケート,multiple-choice questionnaire used to screen for mental disorders,精神障害のスクリーニングに使用される多肢選択式アンケート,D000073222,,,,
Q847202,surgery,外科手術,Q796194,Rey-Osterrieth Complex Figure,,neuropsychological test,,,,,,
Q245341,surgery,外科手術,Q796194,radiography,X線撮影,imaging technique using ionizing and non-ionizing radiation,X線を用いて、物体の内部を画像化する技術,D011859,,,,C0043299
Q707818,surgery,外科手術,Q796194,arteriography,,medical imaging technique,,,,,,
Q837188,surgery,外科手術,Q796194,ophthalmoscopy,眼底検査,"test that allows a health professional to see inside the fundus of the eye and other structures using an ophthalmoscope, crucial in determining the health of the retina, optic disc, and vitreous humor",,D009887,,,,C0029090
Q1425554,surgery,外科手術,Q796194,lymphogram,,medical imaging technique to visualise the lymphatic system,,D008220,,,,
Q1059391,surgery,外科手術,Q796194,Sally–Anne test,サリーとアン課題,psychological test,,,,,,
Q682553,surgery,外科手術,Q796194,Baum test,バウムテスト,projective drawing technique developed by Karl Koch,投影法による心理検査のひとつ,,,,,
Q1619418,surgery,外科手術,Q796194,PHQ-15,,15-item screening questionnaire for somatoform disorders,,,,,,
Q232839,surgery,外科手術,Q796194,Zweigläserprobe,,German term: an examination of the urine,,,,,,
Q1336728,surgery,外科手術,Q796194,GAD-2,,two-item anxiety disorder screening instrument,,,,,,
Q1101522,surgery,外科手術,Q796194,Clinical Opioid Withdrawal Scale,,medical diagnostic method,,,,,,
Q1102256,surgery,外科手術,Q796194,clonidine suppression test,,diagnostic test,,,,,,
Q300708,surgery,外科手術,Q796194,Aachen Aphasia Test,,German language test to diagnose aphasia as a result of acquired brain damage,,,,,,
Q176996,surgery,外科手術,Q796194,polymerase chain reaction,ポリメラーゼ連鎖反応,in vitro method for producing large amounts of specific DNA or RNA fragments from small amounts of short oligonucleotide primers,DNAサンプルの特定領域を増幅させる反応または技術,D016133,,,,
Q307738,surgery,外科手術,Q796194,Cover test,,examination to determine eye misalignment,,,,,,
Q1000221,surgery,外科手術,Q796194,Pentagastrin-stimulated calcitonin test,,diagnostic test for medullary carcinoma of the thyroid (MTC),,,,,,
Q1484539,surgery,外科手術,Q796194,Generalized Anxiety Disorder 7,全般性不安障害7,seven-item anxiety disorder screening instrument,,,,,,
Q1721013,surgery,外科手術,Q796194,Self-Assessment Manikin,,scale used to measure affect,,,,,,
Q942976,surgery,外科手術,Q796194,Pap test,パップテスト,screening test used to detect potentially pre-cancerous and cancerous processes in the endocervical canal,,D065006,,,,C3541459
Q1010281,surgery,外科手術,Q796194,Burch-Wartofsky score,,diagnostic test,,,,,,
Q46565,surgery,外科手術,Q796194,pneumonectomy,肺切除,surgical removal of a lung,,D011013,,,,
Q130273464,surgery,外科手術,Q796194,speech reception threshold,,minimum hearing level at which an individual can correctly repeat 50% of the speech material,,,,,,
Q131337426,surgery,外科手術,Q796194,pressurized otoacoustic emissions,,clinical test detecting cochlear outer hair cell energy by equalizing ear canal and middle ear pressure to improve accuracy and reduce false positives for sensorineural hearing loss,,,,,,
Q131339768,surgery,外科手術,Q796194,vestibulometry,,"diagnostic test that evaluates the function of the vestibular system, which helps maintain balance and spatial orientation",,,,,,
Q131351367,surgery,外科手術,Q796194,aided cortical auditory evoked potentials,,"evoked responses in the auditory cortex to sound stimuli, confirming the physiological detection of these stimuli at the cortical level",,,,,,
