qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q27731328,therapeutic agent,治療薬,Q179661,gokoto,五虎湯,Kampo drug,漢方薬の一種,,,,,
Q131404964,therapeutic agent,治療薬,Q179661,Leg transplantion,,,,,,,,
Q131588563,therapeutic agent,治療薬,Q179661,continuous suture,,,,,,,,
Q131588561,therapeutic agent,治療薬,Q179661,simple interrupted suture,,,,,,,,
Q131588560,therapeutic agent,治療薬,Q179661,subcuticular suture,,,,,,,,
Q27731440,therapeutic agent,治療薬,Q179661,hachimijiogan / hachimigan,八味地黄丸,Kampo drug,漢方薬の一種,,,,,
Q1810912,therapeutic agent,治療薬,Q179661,Diphoterine,,first aid wash agent,,,,,,
Q20826201,therapeutic agent,治療薬,Q179661,Gerson therapy,,ineffective pseudoscientific alternative cancer therapy,,,,,,
Q27731330,therapeutic agent,治療薬,Q179661,goreisan,五苓散,Kampo drug,,C111129,,,,C0672468
Q17354211,therapeutic agent,治療薬,Q179661,compulsory admission,,,,,,,,
Q2385499,therapeutic agent,治療薬,Q179661,colovaginoplasty,,neovaginoplasty technique using a piece of the sigmoid colon,,,,,,
Q17126730,therapeutic agent,治療薬,Q179661,Revici's Guided Chemotherapy,,alternative cancer treatment devised by Emanuel Revici,,,,,,
Q27732576,therapeutic agent,治療薬,Q179661,hangekobokuto,半夏厚朴湯,Kampo drug,漢方薬,,,,,
Q135764044,therapeutic agent,治療薬,Q179661,Ovarian transplantion,,,,,,,,
Q27732577,therapeutic agent,治療薬,Q179661,hangeshashinto,半夏瀉心湯,Kampo drug,漢方方剤の一つ,,,,,
Q29515544,therapeutic agent,治療薬,Q179661,Di Bella therapy,,,,,,,,
Q5903802,therapeutic agent,治療薬,Q179661,transgender hormone therapy,トランスジェンダー・ホルモン療法,form of HRT in which sex hormones and other hormonal medications are administered to transgender or gender variant individuals for the purpose of more closely aligning their secondary sexual characteristics with their gender identity,,,,,,
Q44516,therapeutic agent,治療薬,Q179661,Pfannenstiel incision,,surgical incision of the abdomen,,,,,,
Q110946313,therapeutic agent,治療薬,Q179661,SCP-500 pill,,fictional pill that can cure all diseases,,,,,,
Q2000277,therapeutic agent,治療薬,Q179661,insulin pen,,pharmaceutical device,,,,,,
Q27731021,therapeutic agent,治療薬,Q179661,daijokito,大承気湯,Kampo drug,,,,,,
Q27732768,therapeutic agent,治療薬,Q179661,jidabokuippo,治打撲一方,Kampo drug,,,,,,
Q5282844,therapeutic agent,治療薬,Q179661,Distal splenorenal shunt procedure,,medical procedure,,,,,,
Q2323044,therapeutic agent,治療薬,Q179661,Da Vinci Surgical System,da Vinci,robotic surgical system,インテュイティヴ・サージカル社が開発したマスタースレイブ型内視鏡下手術用の手術用ロボット,,,,,
Q42915980,therapeutic agent,治療薬,Q179661,Florida Civil Commitment Center,,,,,,,,
Q17177185,therapeutic agent,治療薬,Q179661,714-X,714X,fraudulent alternative medical treatment,,,,,,
Q6088183,therapeutic agent,治療薬,Q179661,Issels treatment,,Alternative cancer treatment,,,,,,
Q120719251,therapeutic agent,治療薬,Q179661,involuntary hospitalization of Joyce Brown,,1987 committal in New York,,,,,,
Q3960247,therapeutic agent,治療薬,Q179661,Bonifacio serum,,"alternative anti-cancer remedy, prepared from goat feces and urine, proposed by the Italian veterinary Liborio Bonifacio (1908-1983)",,,,,,
Q2620873,therapeutic agent,治療薬,Q179661,Antineoplaston therapy,,controversial cancer therapy,,,,,,
Q96382406,therapeutic agent,治療薬,Q179661,Helping Hands Home Care,,Home care provider in the United Kingdom,,,,,,
Q111495301,therapeutic agent,治療薬,Q179661,Magnetic Slime Robot,,"Self Healing Soft Robot made up of polyvinyl alcohol, borax and Neodymium magnet particles",,,,,,
Q5144724,therapeutic agent,治療薬,Q179661,Coley's toxins,コーリーの毒,,,,,,,
Q131697292,therapeutic agent,治療薬,Q179661,mass sperm donor,,person who donates on a large scale,,,,,,
Q66784749,therapeutic agent,治療薬,Q179661,CAVI - APCVR,,"Independent Life Support Center in Vila Real, Portugal",,,,,,
Q28446859,therapeutic agent,治療薬,Q179661,Greek cancer cure,,putative cancer cure,,,,,,
Q8063037,therapeutic agent,治療薬,Q179661,ZEUS robotic surgical system,,System for minimally invasive microsurgery,,,,,,
Q1779148,therapeutic agent,治療薬,Q179661,colectomy,結腸切除術,bowel resection of the colon,,D003082,,,,C0009274
Q27731039,therapeutic agent,治療薬,Q179661,daikenchuto,大建中湯,Kampo drug,,,,,,
Q27731210,therapeutic agent,治療薬,Q179661,daiobotampito,大黄牡丹皮湯,Kampo drug,,,,,,
Q27731212,therapeutic agent,治療薬,Q179661,daiokanzoto,大黄甘草湯,Kampo drug,,,,,,
Q27731325,therapeutic agent,治療薬,Q179661,eppikajutsuto,越婢加朮湯,Kampo drug,,,,,,
Q27731332,therapeutic agent,治療薬,Q179661,gorinsan,五淋散,Kampo drug,,,,,,
Q27731214,therapeutic agent,治療薬,Q179661,Major Bupleurum Decoction,大柴胡湯,Kampo drug,,,,,,
Q27731435,therapeutic agent,治療薬,Q179661,goshakusan,五積散,Kampo drug,,,,,,
Q27731432,therapeutic agent,治療薬,Q179661,goshajinkigan,牛車腎気丸,Kampo drug,,,,,,
Q27731438,therapeutic agent,治療薬,Q179661,goshuyuto,呉茱萸湯,Kampo drug,,,,,,
Q27731443,therapeutic agent,治療薬,Q179661,hainosankyuto,排膿散及湯,Kampo drug,,,,,,
Q27732572,therapeutic agent,治療薬,Q179661,hangebyakujutsutemmato,半夏白朮天麻湯,Kampo drug,,,,,,
Q27732579,therapeutic agent,治療薬,Q179661,heiisan,平胃散,Kampo drug,,,,,,
Q27732581,therapeutic agent,治療薬,Q179661,hochuekkito,補中益気湯,Kampo drug,,,,,,
Q27732631,therapeutic agent,治療薬,Q179661,ifuto,胃風湯,Kampo drug,,,,,,
Q27732633,therapeutic agent,治療薬,Q179661,inchingoreisan,茵蔯五苓散,Kampo drug,,,,,,
Q27732636,therapeutic agent,治療薬,Q179661,inchinkoto,茵蔯蒿湯,Kampo drug,,,,,,
Q27732638,therapeutic agent,治療薬,Q179661,ireito,胃苓湯,Kampo drug,,,,,,
Q27732771,therapeutic agent,治療薬,Q179661,jiinkokato,滋陰降火湯,Kampo drug,,,,,,
Q27732774,therapeutic agent,治療薬,Q179661,jiinshihoto,滋陰至宝湯,Kampo drug,,,,,,
Q132734471,therapeutic agent,治療薬,Q179661,American Surrogacy,,"Surrogacy agency based in Overland Park, KS, providing matching and support services for intended parents and surrogates.",,,,,,
Q96354580,therapeutic agent,治療薬,Q179661,manade Lautier,,,,,,,,
Q92191952,therapeutic agent,治療薬,Q179661,Ayurveda Self-Management for Flu Like Symptoms During the Covid-19 Outbreak,,clinical trial,治験,,,,,
