qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q3880129,anatomical structure,解剖学的構造,Q4936952,OH 9,,fossil,,,,,,
Q2220998,anatomical structure,解剖学的構造,Q4936952,peloric flower,,abnormal actinomorphic flower in a species that usually produces zygomorphic flowers.,,,,,,
Q184208,anatomical structure,解剖学的構造,Q4936952,rhizome,根茎,underground stem in which various plants asexually reproduce via budding.,,D027343,,,,C0949790
Q5187008,anatomical structure,解剖学的構造,Q4936952,Cro-Magnon 1,クロマニョン1,"30,000 year old Cro-Magnon specimen",,,,,,
Q4536561,anatomical structure,解剖学的構造,Q4936952,Zungenblüte,,German term: A subclass of individual flowers,,,,,,
Q639634,anatomical structure,解剖学的構造,Q4936952,axil,,part of plant,,,,,,
Q1154650,anatomical structure,解剖学的構造,Q4936952,DNH 7,,,,,,,,
Q1696452,anatomical structure,解剖学的構造,Q4936952,winter plumage,,,,,,,,
Q2322325,anatomical structure,解剖学的構造,Q4936952,corymb,,an inflorescence in the form of a flat-topped flower cluster with the oldest flowers at the periphery. This type of raceme occurs in the candytuft,,,,,,
Q1866136,anatomical structure,解剖学的構造,Q4936952,Liujiang man,柳江人,hominin fossil,東アジアで化石が発見された現生人類,,,,,
Q2349521,anatomical structure,解剖学的構造,Q4936952,KNM ER 3733,,hominin fossil,,,,,,
Q1324842,anatomical structure,解剖学的構造,Q4936952,Elaiophore,,,,,,,,
Q158583,anatomical structure,解剖学的構造,Q4936952,raceme,総状花序,"unbranched, indeterminate type of inflorescence bearing pedicellate flowers along its axis",無限花序の一つ,,,,,
Q2149952,anatomical structure,解剖学的構造,Q4936952,maxillary palp,,insect body part,,,,,,
Q1127776,anatomical structure,解剖学的構造,Q4936952,Isidium,,vegetative reproductive structure present in some lichens,,,,,,
Q16752371,anatomical structure,解剖学的構造,Q4936952,Dmanisi skull,,1.8 million years old homo erectus skull,,,,,,
Q2232833,anatomical structure,解剖学的構造,Q4936952,anthurus,,,,,,,,
Q5559119,anatomical structure,解剖学的構造,Q4936952,Gibraltar 1,ジブラルタル1,Neanderthal skull found at Forbes' Quarry in Gibraltar,,,,,,
Q29472112,anatomical structure,解剖学的構造,Q4936952,Homo Florensiensis-MGL 95216,,"cast of a Homo Floresiensis skull found in Liang Bua, Flores, Indonesia, who lived between 13000 and 95000 years before present",,,,,,
Q29472514,anatomical structure,解剖学的構造,Q4936952,Homo Habilis-MGL 95213,,"Cat of a Homo Habilis skull found in Olduvai, Tanzania. 2.5 to 1.8 million years before present.",,,,,,
Q29472739,anatomical structure,解剖学的構造,Q4936952,Sahelenthropus tchadensis-MGL 95214,,"Cast of ""Toumaï"", a Sahelenthropus tchadensis skull found in Djurab Desert, Chad. Circa 7.2 million years before present.",,,,,,
Q27004,anatomical structure,解剖学的構造,Q4936952,abomasum,ギアラ,fourth and final stomach compartment in ruminants,食肉としての、牛の第四胃,D000018,,,,C0000780
Q18352101,anatomical structure,解剖学的構造,Q4936952,Dmanisi skull 4,,,,,,,,
Q29654054,anatomical structure,解剖学的構造,Q4936952,Australopithecus afarensis-MGL 95215,,"Cast of an Australopithecus afarensis (""Lucy"") skull found at Awash River, Iladar, Ethiopia, having lived between 3.9 and 2.9 million years before present",,,,,,
Q29654108,anatomical structure,解剖学的構造,Q4936952,Homo georgicus-MGL 95212,,"Casting of a Homo Georgicus skull, found at Dmanisi, Georgia, subject lived circa 1.75 million years before present.",,,,,,
Q29654142,anatomical structure,解剖学的構造,Q4936952,Kenyanthropus platyops-MGL 95210,,"casting of a Kenyanthropus platyops skull, found at Lomekwi, Turkana lake, Kenya, subject lived betwee 3.5 and 3.2 million years before present",,,,,,
Q29654183,anatomical structure,解剖学的構造,Q4936952,Paranthropus boisei-MGL 95211,,"Casting of a Paranthropus boisei skull, found at Olduvai, Tanzania, subject lived between 2.3 and 1.2 million years before present.",,,,,,
Q427652,anatomical structure,解剖学的構造,Q4936952,rumen,ミノ,first compartment of ruminant stomachs,食肉としての、牛の第一胃,D012417,,,,C0035946
Q19118813,anatomical structure,解剖学的構造,Q4936952,Kocabaş skull,,,,,,,,
Q7670790,anatomical structure,解剖学的構造,Q4936952,TM 1517,,''Paranthropus robustus'' fossil,,,,,,
Q5209906,anatomical structure,解剖学的構造,Q4936952,Daka skull,,,,,,,,
Q29811936,anatomical structure,解剖学的構造,Q4936952,Ardipithecus Ramidus-MGL 96730,,"Casting of an Ardipithecus Ramidus skull, found at Aramis, Awash, Afar, Ethiopia, subject lived circa 4,4 million years before present.",,,,,,
Q1815054,anatomical structure,解剖学的構造,Q4936952,Luzia,,Upper Paleolithic period skeleton of a Paleo-Indian woman,,,,,,
Q5194627,anatomical structure,解剖学的構造,Q4936952,Lilium,ユリ属,genus of plants,ユリ目ユリ科の植物,D027762,,,,C0524886
Q4917132,anatomical structure,解剖学的構造,Q4936952,Biruda,,mixture of five seeds of crops,,,,,,
Q2014114,anatomical structure,解剖学的構造,Q4936952,Gawis cranium,,hominin fossil,,,,,,
Q1553841,anatomical structure,解剖学的構造,Q4936952,Myoclonic triangle,,motor feedback circuit of the brainstem,,,,,,
Q1076906,anatomical structure,解剖学的構造,Q4936952,sunflower seed,向日葵の種,fruit of the sunflower (Helianthus annuus),,,,,,
Q7239693,anatomical structure,解剖学的構造,Q4936952,Predmost 3,,hominin fossil,,,,,,
Q42165,anatomical structure,解剖学的構造,Q4936952,buttocks,尻,"two rounded portions of the anatomy, traditionally located on the posterior of various organisms",臀部,D002081,,,,C0006497
Q2198693,anatomical structure,解剖学的構造,Q4936952,bostryx,,inflorescence,,,,,,
Q1492220,anatomical structure,解剖学的構造,Q4936952,oak apple,没食子,"gall on oak leaves, caused by larvae of gall wasp (Cynipidae), especially Cynips quercusfolii",,,,,,
