qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q124850662,symptom,症状,Q169872,apagender,,,,,,,,
Q130486455,symptom,症状,Q169872,Enzootic ataxia,,,,,,,,
Q1053948,symptom,症状,Q169872,Stevens–Johnson syndrome,スティーブンス・ジョンソン症候群,skin disease,皮膚や粘膜の過敏症,D013262,,,73442001,C0014518
Q96461709,symptom,症状,Q169872,unstable self-image,,unstable or frequently changing sense of identity,,,,,286646006,C0564477
Q63253280,symptom,症状,Q169872,hypnogogic hallucination,催眠幻覚,"hallucination that occur at the onset of sleep (most commonly of the visual, auditory or tactile modality)",,,,,,
Q11491565,symptom,症状,Q169872,acute subdural hematoma,急性硬膜下血腫,accumulation of blood in the subdural space with acute onset of neurological symptoms,短時間で硬膜と脳の間に血腫が形成された状態,D020199,,,,C0749098
Q5540112,symptom,症状,Q169872,George H. W. Bush vomiting incident,ブッシュ米大統領の1992年の崩壊と嘔吐,when US President vomited into Japanese Prime Minister's lap,,,,,,
Q136147236,symptom,症状,Q169872,Phantom sense,VR感覚,an apparent sensations reported by users of virtual reality platforms,,,,,,
Q5247663,symptom,症状,Q169872,deathbed phenomena,死床現象,range of phenomena reported by dying people,終末期の患者などが自らの死に臨み、すでに亡くなった存在やその他の事象といった、通常では見たり体験することのできない事物を感知する経験のこと,,,,,
Q114263778,symptom,症状,Q169872,Kagami Wakatsuki,,fictional character from Wonderful Everyday,,,,,,
Q114264196,symptom,症状,Q169872,Tsukasa Wakatsuki,,Fictional character from Wonderful Everyday,,,,,,
Q1758551,symptom,症状,Q169872,Makyo,魔境,"""Ghost cave"": Zen Buddhist concept",,,,,,
Q11075191,symptom,症状,Q169872,post-war chaos period,戦後混乱期,,第二次世界大戦終戦直後の日本の政治経済が混乱した時期,,,,,
Q104179175,symptom,症状,Q169872,postpartum bleeding,,,,,,,,
Q2318621,symptom,症状,Q169872,hypnopompic hallucination,,hallucination that occur during the period of awakening,,,R44.2,,,
Q135864191,symptom,症状,Q169872,repressed memory,,theory that memory may be stored in the unconscious mind,,,,,,
Q135920439,symptom,症状,Q169872,olfactory or gustatory hallucination,,hallucination(s) affecting the senses of smell and taste,,,,,,
Q185935,symptom,症状,Q169872,mania,躁病,"state of abnormally elevated or irritable mood, arousal, and/or energy levels",気分高揚・万能感・活動性激増・多弁・自己過大評価・睡眠激減・観念奔逸・病識欠如などを特徴とする精神疾患,D000087122,F30,296.4,,
Q838018,symptom,症状,Q169872,Capgras syndrome,カプグラ症候群,psychiatric disorder (syndrome) in which a person holds a delusion that a family member has been replaced by an identical imposter,精神疾患の一種,D002194,,,,C0006895
Q911160,symptom,症状,Q169872,Ganser syndrome,拘禁反応,rare dissociative disorder previously classified as a factitious disorder,強制的に自由を抑圧される環境に置かれた人に表れる人格の変化,,F44.8,300.15,,C0086335
Q1046055,symptom,症状,Q169872,depressive syndrome,,accumulation of symptoms typical of depression,,,,,,C0086133
Q654426,symptom,症状,Q169872,psychological trauma,心的外傷,type of damage to the psyche that occurs as a result of a severely distressing event,ある出来事がきっかけで心に傷を負う状態,D000067073,,,,C3203533
Q631093,symptom,症状,Q169872,arch of circle,,,,,,,,
Q633403,symptom,症状,Q169872,asthenia,無力症,symptom,筋力が弱くなる症状,D001247,,,,
Q4420118,symptom,症状,Q169872,Van Gogh syndrome,,polysurgical addiction,,,,,,
Q309406,symptom,症状,Q169872,apathy,アパシー,state of indifference or the suppression of emotions; lack of interest or enthusiasm,感情がなくなった状態,D057565,,,,C0085632
Q4316445,symptom,症状,Q169872,neuroleptic-induced deficit syndrome,,Psychopathological syndrome caused by overdose of antipsychotics,,,,,,C3854473
Q3724764,symptom,症状,Q169872,foetal-maternal haemorrhage,,Human disease,,D005331,P50.4,772.0,,C0015959
Q319812,symptom,症状,Q169872,abetalipoproteinemia,無β・リポタンパク血症,"rare genetic disease involving failure of synthesis or assembly of plasma lipoproteins that contain apo-protein B (chylomicrons, VLDL, and LDL); characterized by severe vitamin E deficiency, leading to serious neurological damage",,D000012,,272.5,,C0000744
Q8285,symptom,症状,Q169872,myasthenia gravis,重症筋無力症,human disease,アセチルコリンなどの抗体により神経・筋伝達が阻害されるために筋肉の易疲労性や脱力が起こる自己免疫疾患,D009157,,,,C0751340
Q266332,symptom,症状,Q169872,compulsive behavior,強迫行動,performing an act persistently and repetitively without it necessarily leading to an actual reward or pleasure,,D003192,,,,C0600104
Q41184,symptom,症状,Q169872,clinical lycanthropy,臨床人狼病,psychopathological symptom,,,,,,
Q189643,symptom,症状,Q169872,delusion,妄想,firm and fixed belief based on inadequate grounding,その文化において共有されない誤った確信,D003702,,,,C0011253
Q4420119,symptom,症状,Q169872,Geschwind syndrome,,potential personality changes over time associated with temporal lobe epilepsy,,,,,,
Q4420150,symptom,症状,Q169872,psychological dependence,精神的依存,form of dependence that involves emotional,,,,,,
Q394129,symptom,症状,Q169872,psychomotor agitation,精神運動性激越,a set of signs and symptoms that stem from mental tension and anxiety; the signs are unintentional and purposeless motions; the symptoms are emotional distress and restlessness,精神的な緊張や不安から生じる一連の兆候と症状。兆候は意図的でない無目的な動きであり、症状は感情的な苦痛と落ち着きのなさである。,D011595,R45.1,308.2,,C3887612
