qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q403453,disease,病気,Q12136,Aicardi-Goutieres syndrome,エカルディ・グティエール症候群,a rare genetic neurodevelopmental disorder,,C535607,,,,C0393591
Q1531324,disease,病気,Q12136,autosomal dominant limb-girdle muscular dystrophy type 1C,,autosomal dominant limb-girdle muscular dystrophy that has material basis in mutation in the caveolin-3 gene (CAV3) on chromosome 3p25,,,,,,C1832567
Q1531337,disease,病気,Q12136,autosomal recessive limb-girdle muscular dystrophy type 2O,,"autosomal recessive limb-girdle muscular dystrophy that has material basis in homozygous mutation in the gene encoding protein O-mannose beta-1,2-N-acetylglucosaminyltransferase (POMGNT1) on chromosome 1p34",,,,,,C3150417
Q1530812,disease,病気,Q12136,oculo-facial-cardio-dental syndrome,,Very rare genetic disease involving ocular abnormalities and cardiac abnormalities.,,C537465,Q87.8,,,C1846265
Q1129947,disease,病気,Q12136,caudal regression syndrome,尾部退行症候群,congenital disorder in humans caused by abnormal fetal development of the lower spine,,,Q76.4,,,C0300948
Q390211,disease,病気,Q12136,atrioventricular septal defect,心内膜床欠損症,Human disease,,D004694,,,,C0014116
Q1153419,disease,病気,Q12136,interstitial lung disease,間質性肺炎,group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs),肺にある間質組織の線維化が起こる疾患,D017563,,714.81,,C0206061
Q1527888,disease,病気,Q12136,pancreatitis,膵炎,inflammation of the pancreas,膵臓が炎症を起こした状態の総称,D010195,,577.1,,C0030305
Q390791,disease,病気,Q12136,hepatoerythropoietic porphyria,,Human disease,,D017121,E80.2,277.1,111386004,C0162569
Q776881,disease,病気,Q12136,hereditary hemorrhagic telangiectasia,ランデュー・オスラー・ウェーバー症候群,genetic disorder involving capillaries,血管奇形を起こす遺伝性疾患。遺伝性出血性毛細血管拡張症あるいは遺伝性出血性末梢血管拡張症。,D013683,,,,C0039445
Q1516888,disease,病気,Q12136,inclusion-cell disease,アイセル病,Human disease,,C538602,E77.0,272.7,,C0020725
