qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q403453,disease,病気,Q12136,Aicardi-Goutieres syndrome,エカルディ・グティエール症候群,a rare genetic neurodevelopmental disorder,,C535607,,,,C0393591
Q1952467,disease,病気,Q12136,hereditary multiple exostoses,遺伝性多発性外骨腫,"exostosis that has material basis in a mutation on the genes EXT1, EXT2 and EXT3 which results in multiple bony spurs throughout a child's growth",,D005097,,756.59,,C0015306
Q170990,disease,病気,Q12136,arthritis,関節炎,"any of several joint disorders, some autoimmune, some infectious",,D001168,,712,372091005,C0003864
Q5958573,disease,病気,Q12136,compulsive sexual behaviour disorder,色情症,mental disorder according to ICD-11,性欲の異常亢進,D000096583,,,,
Q861224,disease,病気,Q12136,juvenile rheumatoid arthritis,若年性特発性関節炎,rheumatoid arthritis that involves an autoimmune disease onset in children under 16 which attacks the healthy cells and tissue of located in joint,,,,,,C0157916
Q3221044,medication,医薬品,Q12140,pharmaceutical preparation of nitroglycerin,ニトログリセリン,drug,,,,,,
Q136222810,medication,医薬品,Q12140,Amarasate,,extract for appetite control,,,,,,
Q106522112,medication,医薬品,Q12140,West China Hospital COVID-19 vaccine,,vaccine candidate against COVID-19,,,,,,
Q27275212,medication,医薬品,Q12140,luseogliflozin,ルセオグリフロジン,chemical compound,,,,,,
Q27277423,medication,医薬品,Q12140,bexagliflozin,,chemical compound,,,,,,
Q27294103,medication,医薬品,Q12140,atigliflozin,,chemical compound,,,,,,
Q27283562,medication,医薬品,Q12140,ipragliflozin L-proline,,chemical compound,,,,,,
Q3772854,medication,医薬品,Q12140,Mercromina,,topical merbromin solution used as an antiseptic agent,,,,,,
Q27279888,medication,医薬品,Q12140,lotilaner,,chemical compound,,,,,,
Q1752431,medication,医薬品,Q12140,Dental dam (oral sex),,,,,,,,
Q1313510,symptom,症状,Q169872,hypophosphatasia,,"rare, and sometimes fatal, metabolic bone disease",,D007014,,275.3,,C0020630
Q124850662,symptom,症状,Q169872,apagender,,,,,,,,
Q185935,symptom,症状,Q169872,mania,躁病,"state of abnormally elevated or irritable mood, arousal, and/or energy levels",気分高揚・万能感・活動性激増・多弁・自己過大評価・睡眠激減・観念奔逸・病識欠如などを特徴とする精神疾患,D000087122,F30,296.4,,
Q130486455,symptom,症状,Q169872,Enzootic ataxia,,,,,,,,
Q2553422,symptom,症状,Q169872,POEMS syndrome,クロウ・深瀬症候群,paraneoplastic syndrome,,D016878,D47.7,273.8,,C0085404
Q649340,symptom,症状,Q169872,Alice in Wonderland syndrome,不思議の国のアリス症候群,neuropsychological condition,ものの大きさに関する様々な主観的イメージの変容を引き起こす症候群,D062026,,,,C0854348
Q1053948,symptom,症状,Q169872,Stevens–Johnson syndrome,スティーブンス・ジョンソン症候群,skin disease,皮膚や粘膜の過敏症,D013262,,,73442001,C0014518
Q16295100,surgery,外科手術,Q796194,Tübingen Questionnaire for Recording Pain Behaviour,,"German modification of the Pain Behaviour Checklist (PBC), a questionnaire for assessing pain behaviour, developed in 1991 by German neuropsychologist Herta Flor",,,,,,
Q1028104,surgery,外科手術,Q796194,Camberwell family interview,,,,,,,,
Q1035871,surgery,外科手術,Q796194,Career Counselling for Teachers,,,,,,,,
Q1389495,surgery,外科手術,Q796194,Frankfurt Attention Inventory,,a psychological test to assess the ability to pay attention and concentrate,,,,,,
Q1229320,surgery,外科手術,Q796194,Dissociative Experiences Scale,解離体験尺度,questionnaire to screen for dissociative identity disorder,,,,,,
Q818326,surgery,外科手術,Q796194,Benton Visual Retention Test,,medical diagnostic method,,,,,,
Q1758990,surgery,外科手術,Q796194,Bagolini Striated Glasses Test,,subjective clinical test for binocular functions,,,,,,
Q32566,surgery,外科手術,Q796194,computed tomography,コンピュータ断層撮影,medical imaging procedure using X-rays to produce cross-sectional images,放射線を用いて、物体の内部をスライス画像化して観察できるようにする技術,D014057,,,,
Q1474590,surgery,外科手術,Q796194,functional imaging,,medical imaging technique,,,,,,
Q897939,surgery,外科手術,Q796194,Myers-Briggs Type Indicator,MBTI,model of personality types,アメリカで提唱された、類型論に基づくパーソナリティ検査(性格検査）,,,,,
Q200774,protein,タンパク質,Q8054,human follitropin,卵胞刺激ホルモン,gonadotropin that regulates the development of reproductive processes,性腺刺激ホルモンの一つ,D043373,,,,
Q179145,protein,タンパク質,Q8054,chlorocruorin,クロロクルオリン,,呼吸色素のひとつ,,,,,
Q83586,protein,タンパク質,Q8054,cholera toxin,コレラ毒素,protein complex secreted by the bacterium Vibrio cholerae,コレラ菌から分泌される毒素,D002772,,,,
Q50250574,protein,タンパク質,Q8054,"p-S1387,S1423,S1524,S1547-BRCA1:p-T714,T734-BARD1 [nucleoplasm]",,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-5659852),,,,,,
Q409796,protein,タンパク質,Q8054,Erythrocruorin,エリスロクルオリン,chemical compound,呼吸色素のひとつ,,,,,
Q50177791,protein,タンパク質,Q8054,COLEC11 Oligomer [extracellular region],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-2203470),,,,,,
Q50177795,protein,タンパク質,Q8054,COLEC11:Ligand [extracellular region],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-2203468),,,,,,
Q50177792,protein,タンパク質,Q8054,COLEC11 Trimer [extracellular region],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-2203476),,,,,,
Q50177810,protein,タンパク質,Q8054,LDL [extracellular region],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-171131),,,,,,
Q50177802,protein,タンパク質,Q8054,Platelet glycoprotein IV:Ligand [plasma membrane],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-2187250),,,,,,
Q120022298,gene,遺伝子,Q7187,CDS:PFLU_0095-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022299,gene,遺伝子,Q7187,CDS:PFLU_0096-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022297,gene,遺伝子,Q7187,CDS:PFLU_0094-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022302,gene,遺伝子,Q7187,CDS:PFLU_0099-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022300,gene,遺伝子,Q7187,CDS:PFLU_0097-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022301,gene,遺伝子,Q7187,CDS:PFLU_0098-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022306,gene,遺伝子,Q7187,CDS:PFLU_0102-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022307,gene,遺伝子,Q7187,CDS:PFLU_0103-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022304,gene,遺伝子,Q7187,CDS:PFLU_0100-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022305,gene,遺伝子,Q7187,CDS:PFLU_0101-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q67288762,anatomical structure,解剖学的構造,Q4936952,Ure mummified cat's head,,Egyptian animal mummy,,,,,,
Q103471017,anatomical structure,解剖学的構造,Q4936952,Adonis vernalis flower,,flower,,,,,,
Q103471272,anatomical structure,解剖学的構造,Q4936952,Adonis aestivalis flower,,flower,,,,,,
Q103445788,anatomical structure,解剖学的構造,Q4936952,Fraxinus excelsior seed,,seed from Fraxinus excelsior,,,,,,
Q40458125,anatomical structure,解剖学的構造,Q4936952,lily,百合,popular flower,ポピュラーな花,,,,,
Q103563496,anatomical structure,解剖学的構造,Q4936952,Jatropha curcas seed,,plant seed,,,,,,
Q184208,anatomical structure,解剖学的構造,Q4936952,rhizome,根茎,underground stem in which various plants asexually reproduce via budding.,,D027343,,,,C0949790
Q4536561,anatomical structure,解剖学的構造,Q4936952,Zungenblüte,,German term: A subclass of individual flowers,,,,,,
Q639634,anatomical structure,解剖学的構造,Q4936952,axil,,part of plant,,,,,,
Q103748177,anatomical structure,解剖学的構造,Q4936952,cucumber seed,,seed from the fruit of Cucumis sativus,,,,,,
Q1734637,infectious disease,感染症,Q18123741,Common scab,そうか病,Plant disease affecting potatoes and other crops,,,,,,
Q11775289,infectious disease,感染症,Q18123741,Peach scab,,fungal disease of stone fruits,,,,,,
Q125333650,infectious disease,感染症,Q18123741,cholera infantum,,disease state in infants,,,,,,
Q5788570,infectious disease,感染症,Q18123741,infectious coryza,伝染性コリーザ,disease of poultry,,,,,,
Q1104126,infectious disease,感染症,Q18123741,classic autism,,"former developmental disorder, since DSM-V replaced by Autism Spectrum Condition, type 2-3, with, or without, intellectual development disorder",,,F84.0,,,
Q8502088,infectious disease,感染症,Q18123741,apricot leaf scorch,,plant disease,,,,,,
Q97317440,infectious disease,感染症,Q18123741,Thysaniezia infection,,,,,,,,
Q11176055,infectious disease,感染症,Q18123741,red band needle blight,,,,,,,,
Q2400155,infectious disease,感染症,Q18123741,tar spot,,plant disease,,,,,,
Q110488017,infectious disease,感染症,Q18123741,Deltacron,デルタクロン株,Cross of SARS-CoV-2 variant Delta and SARS-CoV-2 variant Omikron discovered in Cyprus.,,,,,,
Q19934710,medical procedure,医療処置,Q2095549,air force officer,空軍将校,military officer in an air force,,,,,,
Q7890793,medical procedure,医療処置,Q2095549,United States Naval Aviator,アメリカ海軍飛行士,commissioned officer or warrant officer qualified as a manned aircraft pilot in the United States Navy or United States Marine Corps,,,,,,
Q108114975,medical procedure,医療処置,Q2095549,naval aviator,,military aircraft pilot in the navy of some country,,,,,,
Q34530484,bacteria,細菌,Q10876,Shewanella aestuarii,,species of bacterium,,,,,,
Q34530619,bacteria,細菌,Q10876,Psychrobacter pocilloporae,,species of bacterium,,,,,,
Q102145852,bacteria,細菌,Q10876,Paraburkholderia madseniana,,species of Gram-negative bacteria,,,,,,C5256658
Q121879597,bacteria,細菌,Q10876,pyogenic cocci,,,,,,,,
Q124547579,virus,ウイルス,Q808,Oncoretroviruses,,,,,,,,
Q69351641,virus,ウイルス,Q808,human papillomavirus 18,,associated with malignant tumors of the genital and respiratory mucosa,,D052161,,,,C0999807
Q104376647,virus,ウイルス,Q808,SARS-CoV-2 Alpha variant,SARSコロナウイルス2-アルファ株,variant of SARS-CoV-2,SARSコロナウイルス2の変異株,,,,,
Q332874,virus,ウイルス,Q808,tobacco mosaic virus,タバコモザイクウイルス,species of virus,ウイルスの一種,D014027,,,,C0040333
Q4840019,virus,ウイルス,Q808,Bacteriophage T12,,species of virus,,,,,,
Q5630028,virus,ウイルス,Q808,HL23V,,type C RNA tumor virus,,,,,,
Q4663138,virus,ウイルス,Q808,abaca bract mosaic virus,,virus which affects plants,,,,,,
Q5629112,virus,ウイルス,Q808,HCP5,,,,,,,,
Q116551921,virus,ウイルス,Q808,Human circovirus 1,,species of virus,,,,,,
Q82069695,virus,ウイルス,Q808,SARS-CoV-2,SARSコロナウイルス2,virus that causes COVID-19,2019年に存在が報告された新種のコロナウイルス、COVID-19の原因となる感染症,D000086402,,,840533007,C5203676
Q27731328,therapeutic agent,治療薬,Q179661,gokoto,五虎湯,Kampo drug,漢方薬の一種,,,,,
Q6436553,therapeutic agent,治療薬,Q179661,Krebiozen,,disproven cancer treatment,,,,,,
Q27731440,therapeutic agent,治療薬,Q179661,hachimijiogan / hachimigan,八味地黄丸,Kampo drug,漢方薬の一種,,,,,
Q1810912,therapeutic agent,治療薬,Q179661,Diphoterine,,first aid wash agent,,,,,,
Q20826201,therapeutic agent,治療薬,Q179661,Gerson therapy,,ineffective pseudoscientific alternative cancer therapy,,,,,,
Q11388886,therapeutic agent,治療薬,Q179661,Nyūjō,入定,,空海が永遠の瞑想に入っているという信仰,,,,,
Q27731330,therapeutic agent,治療薬,Q179661,goreisan,五苓散,Kampo drug,,C111129,,,,C0672468
Q17354211,therapeutic agent,治療薬,Q179661,compulsory admission,,,,,,,,
Q3240224,therapeutic agent,治療薬,Q179661,Shambhala Training,シャンバラ・トレーニング,secular approach to meditation developed by Tibetan Buddhists,,,,,,
Q2385499,therapeutic agent,治療薬,Q179661,colovaginoplasty,,neovaginoplasty technique using a piece of the sigmoid colon,,,,,,
Q492918,medical device,医療機器,Q12139612,Siding Spring Survey,サイディング・スプリングサーベイ,near-Earth object search program,,,,,,
Q62917,medical device,医療機器,Q12139612,Hubble eXtreme Deep Field,ハッブル・エクストリーム・ディープ・フィールド,multiple exposure image of deep space in the constellation Fornax,,,,,,
Q814731,medical device,医療機器,Q12139612,Beijing Schmidt CCD Asteroid Program,北京天文台CCD小惑星観測プログラム,1990s astronomical survey in China,,,,,,
Q254237,medical device,医療機器,Q12139612,VD 17,,German bibliography project (17th century prints),,,,,,
Q18922463,medical device,医療機器,Q12139612,revised Hoenn Pokédex,新型ホウエンずかん,,,,,,,
Q684395,medical device,医療機器,Q12139612,Krasnodar tea,,tea variety from Russia,,,,,,
Q1683643,medical device,医療機器,Q12139612,UKIRT Infrared Deep Sky Survey,,,,,,,,
Q213563,medical device,医療機器,Q12139612,Spacewatch,スペースウォッチ,University of Arizona project for study of minor planets and comets,,,,,,
Q840332,medical device,医療機器,Q12139612,Sloan Digital Sky Survey,スローン・デジタル・スカイサーベイ,multi-spectral imaging and spectroscopic redshift survey,,,,,,
Q203540,medical device,医療機器,Q12139612,mate,マテ,"traditional infusion from the yerba mate plant, from Paraguay, Guarani people.",飲料の1つ,,,,,
