qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q403453,disease,病気,Q12136,Aicardi-Goutieres syndrome,エカルディ・グティエール症候群,a rare genetic neurodevelopmental disorder,,C535607,,,,C0393591
Q6949365,disease,病気,Q12136,myxoid liposarcoma,粘液型脂肪肉腫,human disease,,D018208,,,,C0206634
Q390211,disease,病気,Q12136,atrioventricular septal defect,心内膜床欠損症,Human disease,,D004694,,,,C0014116
Q390791,disease,病気,Q12136,hepatoerythropoietic porphyria,,Human disease,,D017121,E80.2,277.1,111386004,C0162569
Q359288,disease,病気,Q12136,Yushō disease,カネミ油症事件,mass poisoning in Japan,1960年代に日本で発生した油症事件,C536720,,,,C2931297
Q6951345,disease,病気,Q12136,N-Acetylglutamate synthase deficiency,,N-acetylglutamate synthase (NAGS) deficiency is a urea cycle disorder leading to hyperammonaemia,,C536109,,,,C0268543
Q6947340,disease,病気,Q12136,Myeloperoxidase deficiency,,human disease,,C562864,,,,C0398595
Q3221044,medication,医薬品,Q12140,pharmaceutical preparation of nitroglycerin,ニトログリセリン,drug,,,,,,
Q125213933,medication,医薬品,Q12140,coitus Saxonicus,,primitive birth-control method by which squeezing the urethra at the base of the penis immediately prior to ejaculation the semen is forced into the bladder,,,,,,
Q106365726,medication,医薬品,Q12140,Zhuyeqing Tea,,bamboo leaf green tea,,,,,,
Q136222810,medication,医薬品,Q12140,Amarasate,,extract for appetite control,,,,,,
Q106522112,medication,医薬品,Q12140,West China Hospital COVID-19 vaccine,,vaccine candidate against COVID-19,,,,,,
Q3772854,medication,医薬品,Q12140,Mercromina,,topical merbromin solution used as an antiseptic agent,,,,,,
Q1752431,medication,医薬品,Q12140,Dental dam (oral sex),,,,,,,,
Q6151855,medication,医薬品,Q12140,Kolokol-1,KOLOKOL-1,chemical compound,,,,,,
Q129629284,medication,医薬品,Q12140,mRNA-1083,,combined vaccine candidate against influenza and Covid,,,,,,
Q122877522,medication,医薬品,Q12140,simnotrelvir/ritonavir,,antiviral combination medication,,,,,,
Q1313510,symptom,症状,Q169872,hypophosphatasia,,"rare, and sometimes fatal, metabolic bone disease",,D007014,,275.3,,C0020630
Q4420119,symptom,症状,Q169872,Geschwind syndrome,,potential personality changes over time associated with temporal lobe epilepsy,,,,,,
Q1144618,symptom,症状,Q169872,familial Mediterranean fever,家族性地中海熱,Human disease,,D010505,,,,C0031069
Q124850662,symptom,症状,Q169872,apagender,,,,,,,,
Q16673158,symptom,症状,Q169872,magiphrenic syndrome,,mental disorder,,,,,,
Q1153641,symptom,症状,Q169872,Wolfram syndrome,ウォルフラム症候群,"rare disease in which a human simultaneously has diabetes insipidus, diabetes, optic nerve atrophy and deafness syndrome",,D014929,E13.8,249.90,,C0043207
Q576379,surgery,外科手術,Q796194,oxidase test,,microbiological and biochemical method for identification,,,,,,
Q81476,surgery,外科手術,Q796194,endarterectomy,,surgical removal of the atheromatous plaque in an artery,,D004691,,,,
Q1228381,surgery,外科手術,Q796194,Dische test,,chemical test,,,,,,
Q615857,surgery,外科手術,Q796194,stapedectomy,アブミ骨切除術,surgical procedure of the middle ear performed to improve hearing,,D013201,,,,
Q1116726,surgery,外科手術,Q796194,Drehmann sign,,orthopedicclinical test for hip joint,,,,,,
Q818326,surgery,外科手術,Q796194,Benton Visual Retention Test,,medical diagnostic method,,,,,,
Q196775,surgery,外科手術,Q796194,Zervikalabstrich,,German term: a medical procedure in the context of the gynecological examination,,,,,,
Q32566,surgery,外科手術,Q796194,computed tomography,コンピュータ断層撮影,medical imaging procedure using X-rays to produce cross-sectional images,放射線を用いて、物体の内部をスライス画像化して観察できるようにする技術,D014057,,,,
Q1036063,surgery,外科手術,Q796194,tone decay test,,"auditory nerve function assessment by measuring the ability to sustain hearing a continuous tone, aiding in detecting retrocochlear disorders",,,,,,
Q897939,surgery,外科手術,Q796194,Myers-Briggs Type Indicator,MBTI,model of personality types,アメリカで提唱された、類型論に基づくパーソナリティ検査(性格検査）,,,,,
Q50250875,protein,タンパク質,Q8054,Cyclin E:p-T160-CDK2:p-RB1,,Macromolecular complex,,,,,,
Q50250941,protein,タンパク質,Q8054,Cyclin A:Cdk2:substrate complex,,Macromolecular complex,,,,,,
Q50250945,protein,タンパク質,Q8054,Cyclin A:Cdk2:phosphorylated substrate complex,,Macromolecular complex,,,,,,
Q50250952,protein,タンパク質,Q8054,ubiquitinated Orc1,,Macromolecular complex,,,,,,
Q50250953,protein,タンパク質,Q8054,ubiquitinated Orc1 [cytosol],,Macromolecular complex,,,,,,
Q50250857,protein,タンパク質,Q8054,26S proteasome [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-177750),,,,,,
Q50250926,protein,タンパク質,Q8054,Aborted replication complex [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-113648),,,,,,
Q50250999,protein,タンパク質,Q8054,Ac-Cohesin:PDS5:WAPAL:Chromosomal Arm [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-2473153),,,,,,
Q50251002,protein,タンパク質,Q8054,Ac-Cohesin Complex [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-2468048),,,,,,
Q50250847,protein,タンパク質,Q8054,"Cyclin E/A:p-T160-CDK2:CDKN1A,CDKN1B [nucleoplasm]",,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-187516),,,,,,
Q120022287,gene,遺伝子,Q7187,CDS:PFLU_0084-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022285,gene,遺伝子,Q7187,CDS:PFLU_0083-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022290,gene,遺伝子,Q7187,CDS:PFLU_0086-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022291,gene,遺伝子,Q7187,CDS:PFLU_0087-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022288,gene,遺伝子,Q7187,CDS:PFLU_0085-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022294,gene,遺伝子,Q7187,CDS:PFLU_0090-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
Q120022295,gene,遺伝子,Q7187,CDS:PFLU_0091-0,,Coding DNA sequence found in Pseudomonas fluorescens SBW25,,,,,,
