qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q81476,surgery,外科手術,Q796194,endarterectomy,,surgical removal of the atheromatous plaque in an artery,,D004691,,,,
Q1028104,surgery,外科手術,Q796194,Camberwell family interview,,,,,,,,
Q615857,surgery,外科手術,Q796194,stapedectomy,アブミ骨切除術,surgical procedure of the middle ear performed to improve hearing,,D013201,,,,
Q1035871,surgery,外科手術,Q796194,Career Counselling for Teachers,,,,,,,,
Q1389495,surgery,外科手術,Q796194,Frankfurt Attention Inventory,,a psychological test to assess the ability to pay attention and concentrate,,,,,,
Q1229320,surgery,外科手術,Q796194,Dissociative Experiences Scale,解離体験尺度,questionnaire to screen for dissociative identity disorder,,,,,,
Q818326,surgery,外科手術,Q796194,Benton Visual Retention Test,,medical diagnostic method,,,,,,
Q196775,surgery,外科手術,Q796194,Zervikalabstrich,,German term: a medical procedure in the context of the gynecological examination,,,,,,
Q32566,surgery,外科手術,Q796194,computed tomography,コンピュータ断層撮影,medical imaging procedure using X-rays to produce cross-sectional images,放射線を用いて、物体の内部をスライス画像化して観察できるようにする技術,D014057,,,,
Q897939,surgery,外科手術,Q796194,Myers-Briggs Type Indicator,MBTI,model of personality types,アメリカで提唱された、類型論に基づくパーソナリティ検査(性格検査）,,,,,
Q332126,surgery,外科手術,Q796194,ELISA,ELISA,assay,試料の分析方法,D004797,,,,C0014441
Q1440411,surgery,外科手術,Q796194,Life Satisfaction Questionnaire,,a psychological test that records the extent of life satisfaction,,,,,,
Q680820,surgery,外科手術,Q796194,Freiburger Persönlichkeitsinventar,,psychological personality test,,,,,,
Q1397988,surgery,外科手術,Q796194,Gießen-Test,,,,,,,,
Q1453858,surgery,外科手術,Q796194,Freiburg Complaints List,,standardized German-language questionnaire for physical and psychological complaints,,,,,,
Q1255660,surgery,外科手術,Q796194,Sexual Compulsivity Scale,,medical diagnostic method,,,,,,
Q46565,surgery,外科手術,Q796194,pneumonectomy,肺切除,surgical removal of a lung,,D011013,,,,
Q580383,surgery,外科手術,Q796194,splenectomy,脾臓摘出術,surgical removal of part or all of a spleen,,D013156,,,,C0037995
Q475069,surgery,外科手術,Q796194,embolectomy,,surgical removal of emboli,,D017128,,,,C0162575
Q444351,surgery,外科手術,Q796194,dual-energy X-ray absorptiometry,二重エネルギーX線吸収測定法,diagnostic test for bone mineral density testing,,,,,,
Q16636035,surgery,外科手術,Q796194,Veterinary hemodialysis,,,,,,,,
Q166026,surgery,外科手術,Q796194,hemispherectomy,,neurosurgical procedure wherein a cerebral hemisphere (half of the brain) is removed.,,D038421,,,,C1136213
Q1139225,surgery,外科手術,Q796194,Pavlov's dog,,a reference to experiments in classical conditioning made by the Russian physiologist Ivan Pavlov using dogs,,,,,,
Q180071,surgery,外科手術,Q796194,fine-needle aspiration,生検法,"diagnostic procedure to investigate lumps using a thin needle, for histopathology or cytopathology",,D044963,,,,C0085846
Q829680,surgery,外科手術,Q796194,complaints list,,standardized German-language questionnaire for physical and psychological complaints,,,,,,
Q1988216,surgery,外科手術,Q796194,oxygen therapy,酸素吸入,use of high concentrations of oxygen as medical treatment,,D010102,,,,C0184633
Q814201,surgery,外科手術,Q796194,Zerssen Befindlichkeits-Skala,,,,,,,,
Q708232,surgery,外科手術,Q796194,arthroscopy,関節鏡,medical procedure,,D001182,,,,
Q1277086,surgery,外科手術,Q796194,D2 Test of Attention,,Neuropsychological test,,,,,,
Q473246,surgery,外科手術,Q796194,Wechsler Memory Scale,ウェクスラー記憶検査,comprehensive battery test to assess the capacity of learning and remembering information,,D000073220,,,,C0451575
Q32012,surgery,外科手術,Q796194,Jungian Type Index,,"psychological classification metric Introduced by Optimas in 2001, developed by Thor Ødegård and Hallvard E. Ringstad, based on the work of Carl Jung",,,,,,
Q916859,surgery,外科手術,Q796194,cervicectomy,,surgical removal of the uterine cervix,,D000069339,,,,C0195331
Q592565,surgery,外科手術,Q796194,apicoectomy,歯根端切除術,surgical removal of the root tip of a tooth,,D001047,,,,C0003571
Q924295,surgery,外科手術,Q796194,vitrectomy,,surgery to remove some or all of the vitreous humor from the eye,,D014821,,,,C0042903
Q44516,surgery,外科手術,Q796194,Pfannenstiel incision,,surgical incision of the abdomen,,,,,,
Q742740,surgery,外科手術,Q796194,Binet-Simon test,,historical intelligence test,,,,,,
Q909284,surgery,外科手術,Q796194,Cooper test,クーパーテスト,physical fitness test,,,,,,
Q620840,surgery,外科手術,Q796194,appendectomy,虫垂切除術,surgical removal of the vermiform appendix,,D001062,,,,C0003611
Q5282844,surgery,外科手術,Q796194,Distal splenorenal shunt procedure,,medical procedure,,,,,,
Q2323044,surgery,外科手術,Q796194,Da Vinci Surgical System,da Vinci,robotic surgical system,インテュイティヴ・サージカル社が開発したマスタースレイブ型内視鏡下手術用の手術用ロボット,,,,,
Q847202,surgery,外科手術,Q796194,Rey-Osterrieth Complex Figure,,neuropsychological test,,,,,,
Q245341,surgery,外科手術,Q796194,radiography,X線撮影,imaging technique using ionizing and non-ionizing radiation,X線を用いて、物体の内部を画像化する技術,D011859,,,,C0043299
Q707818,surgery,外科手術,Q796194,arteriography,,medical imaging technique,,,,,,
