qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q3221044,medication,医薬品,Q12140,pharmaceutical preparation of nitroglycerin,ニトログリセリン,drug,,,,,,
Q125213933,medication,医薬品,Q12140,coitus Saxonicus,,primitive birth-control method by which squeezing the urethra at the base of the penis immediately prior to ejaculation the semen is forced into the bladder,,,,,,
Q106365726,medication,医薬品,Q12140,Zhuyeqing Tea,,bamboo leaf green tea,,,,,,
Q136222810,medication,医薬品,Q12140,Amarasate,,extract for appetite control,,,,,,
Q106522112,medication,医薬品,Q12140,West China Hospital COVID-19 vaccine,,vaccine candidate against COVID-19,,,,,,
Q27275212,medication,医薬品,Q12140,luseogliflozin,ルセオグリフロジン,chemical compound,,,,,,
Q27277423,medication,医薬品,Q12140,bexagliflozin,,chemical compound,,,,,,
Q27294103,medication,医薬品,Q12140,atigliflozin,,chemical compound,,,,,,
Q27283562,medication,医薬品,Q12140,ipragliflozin L-proline,,chemical compound,,,,,,
Q3772854,medication,医薬品,Q12140,Mercromina,,topical merbromin solution used as an antiseptic agent,,,,,,
Q27279888,medication,医薬品,Q12140,lotilaner,,chemical compound,,,,,,
Q6151855,medication,医薬品,Q12140,Kolokol-1,KOLOKOL-1,chemical compound,,,,,,
Q129629284,medication,医薬品,Q12140,mRNA-1083,,combined vaccine candidate against influenza and Covid,,,,,,
Q122877522,medication,医薬品,Q12140,simnotrelvir/ritonavir,,antiviral combination medication,,,,,,
Q110263526,medication,医薬品,Q12140,mRNA-1283,,vaccine candidate against COVID-19,,,,,,
Q7842116,medication,医薬品,Q12140,TrimSpa,,dietary supplement,,,,,,
Q17151716,medication,医薬品,Q12140,Anji bai cha,安吉白茶,"Rare, large-leafed green tea",,,,,,
Q130343832,medication,医薬品,Q12140,direclidine,NBI-1117568,antipsychotic drug,,,,,,
Q27261271,medication,医薬品,Q12140,tofogliflozin,,chemical compound,,,,,,
Q29573382,medication,医薬品,Q12140,Gypsum deformed cristal-MCG 7747,,"sample of deformed gypsum cristal found in the Galerie du Fondement at Bex Mine, Vaud, Switzerland.",,,,,,
Q3542091,medication,医薬品,Q12140,tunicamycin,ツニカマイシン,mixture; extract from bacteria,,D014415,,,,C0041385
Q29655528,medication,医薬品,Q12140,Gypsum-MGL 2367,,"sample of monoclinical gypsum crystal, found in Napoli, Italy",,,,,,
Q50429939,medication,医薬品,Q12140,combined oral contraceptives,,fixed drug combinations administered orally for contraceptive purposes,,D003277,,,,C0009906
Q50429932,medication,医薬品,Q12140,female contraceptive agent,,chemical substances or agents with contraceptive activity in females,,D003271,,,,C0009873
Q27278211,medication,医薬品,Q12140,velagliflozin,,chemical compound,,,,,,
Q110442458,medication,医薬品,Q12140,nirmatrelvir/ritonavir,ニルマトレルビル・リトナビル,antiviral combination medication,,,,,,
Q27891246,medication,医薬品,Q12140,sergliflozin,,chemical compound,,,,,,
Q27678903,medication,医薬品,Q12140,Mori Cortex,桑白皮,Crude drug,,,,,,
Q27253060,medication,医薬品,Q12140,mizagliflozin,,chemical compound,,,,,,
Q116785175,medication,医薬品,Q12140,Ceremonial Cacao,,"Cacao prepared in ritual or spiritual contexts, especially among Indigenous cultures such as the Maya. Must be handcrafted and minimally processed for ceremonial use.",,,,,,
Q107306926,medication,医薬品,Q12140,Indigenous Chocolate,,name translation describing a type of chocolate sourced by Amerindian natives at the origin of Theobroma cacao entered in commerce and maritime law by 1644,,,,,,
Q30043950,medication,医薬品,Q12140,sejak,,Korean green tea,,,,,,
Q30043971,medication,医薬品,Q12140,ujeon,,Korean green tea,,,,,,
Q107404450,medication,医薬品,Q12140,Crohns MAP Vaccine,,Viral vector vaccine,,,,,,
Q27266178,medication,医薬品,Q12140,bexagliflozin diproline,,chemical compound,,,,,,
Q4946230,medication,医薬品,Q12140,Boroline,,Indian antiseptic cream,,,,,,
Q3064190,medication,医薬品,Q12140,Burow's solution,,astringent and antibacterial treatment,,,,,,
Q37890353,medication,医薬品,Q12140,Cacao Amazonas Perú,,,,,,,,
Q98681544,medication,医薬品,Q12140,hormonal contraceptive agents,,contraceptive agents that act on the endocrine system,,D000080066,,,,
Q56316433,medication,医薬品,Q12140,mulberry leaf,桑葉,,,,,,,
Q116817861,medication,医薬品,Q12140,Indigenous Cacao,先住民族のカカオ,cacao seeds or cocoa beans from Theobroma cacao trees growing at their place of origin in South America,南米原産のカカオの木から採れるカカオの種子またはカカオ豆,,,,,
Q47495780,medication,医薬品,Q12140,canagliflozin hemihydrate,,chemical compound,,,,,,
Q27896079,medication,医薬品,Q12140,velagliflozin proline,,chemical compound,,,,,,
Q47521479,medication,医薬品,Q12140,Voltaren,,pharmaceutical product,,,,,,
Q116778899,medication,医薬品,Q12140,Cacao-Chocolate,,chocolate produced from wild Theobroma cacao beans without preservatives,,,,,,
Q1327377,medication,医薬品,Q12140,four thieves vinegar,4人の泥棒の酢,concoction believed to protect users from the plague,,,,,,
Q120799016,medication,医薬品,Q12140,falimarev,,cancer vaccine made with a form of a chicken virus that does not cause disease in humans,,,,,,
Q124257924,medication,医薬品,Q12140,BNT162b5,,vaccine against SARS-CoV-2,,D000096106,,,,
Q54925669,medication,医薬品,Q12140,Propylex,,,,,,,,
Q7516587,medication,医薬品,Q12140,Silver proteinate,,staining chemical,,,,,,C0086985
Q111663084,medication,医薬品,Q12140,Packet of 'Anti-Baby' condoms,,item in Science Museum Group collections,,,,,,
Q847098,medication,医薬品,Q12140,Angelica dahurica,ヨロイグサ,species of plant,セリ科シシウド属の多年草であるヨロイグサの漢名,,,,,C1083049
