qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q124850662,symptom,症状,Q169872,apagender,,,,,,,,
Q130486455,symptom,症状,Q169872,Enzootic ataxia,,,,,,,,
Q1146454,symptom,症状,Q169872,IgA glomerulonephritis,IgA腎症,disease of the kidney,,D005922,,,,C0017661
Q2553422,symptom,症状,Q169872,POEMS syndrome,クロウ・深瀬症候群,paraneoplastic syndrome,,D016878,D47.7,273.8,,C0085404
Q3813663,symptom,症状,Q169872,early infantile epileptic encephalopathy 9,,infantile epileptic encephalopathy that has material basis in the gene encoding protocadherin-19 (PCDH19) on chromosome Xq22,,,,,,C1848137
Q649340,symptom,症状,Q169872,Alice in Wonderland syndrome,不思議の国のアリス症候群,neuropsychological condition,ものの大きさに関する様々な主観的イメージの変容を引き起こす症候群,D062026,,,,C0854348
Q1053948,symptom,症状,Q169872,Stevens–Johnson syndrome,スティーブンス・ジョンソン症候群,skin disease,皮膚や粘膜の過敏症,D013262,,,73442001,C0014518
Q2602467,symptom,症状,Q169872,cerebrotendinous xanthomatosis,脳腱黄色腫症,autosomal recessive form of xanthomatosis.,,D019294,E75.5,272.7,,C0238052
Q28814,symptom,症状,Q169872,autoimmune hemolytic anemia,免疫介在性溶血性貧血,autoimmune disease of blood that is characterized by deficient red blood cells caused by auto-antibodies.,,D000744,,,,C0002880
Q8277,symptom,症状,Q169872,multiple sclerosis,多発性硬化症,disease that damages the myelin sheaths around nerve axons,中枢性脱髄疾患の一つ,D009103,,,,C0026769
Q4348144,symptom,症状,Q169872,Weaver syndrome,ウィーバー症候群,human disease,常染色体顕性型遺伝疾患,C536687,Q87.3,,63119004,C0220765
Q1072420,symptom,症状,Q169872,primary biliary cholangitis,原発性胆汁性肝硬変,liver cirrhosis characterized by chronic and slow progressive destruction of intrahepatic bile ducts,,D008105,,,,C0008312
Q3589156,symptom,症状,Q169872,Malignant Migrating Partial Seizures in Infancy,,a severe form of epilepsy that begins very early in life,,,,,,C3494976
Q5113995,symptom,症状,Q169872,Chronic recurrent erysipelas,,,,,,,,
Q2613277,symptom,症状,Q169872,Alpha-thalassemia mental retardation syndrome,ATR-X症候群,alpha thalassemia that has material basis in mutation in the ATRX gene on Xq21,,C538258,,,,C1845055
Q1058608,symptom,症状,Q169872,primary sclerosing cholangitis,原発性硬化性胆管炎,"sclerosing cholangitis characterized by fibroobliterative inflammation of the biliary tract, leading to cirrhosis and portal hypertension",,C536419,,576.1,,C0566602
Q4357083,symptom,症状,Q169872,Galloway-Mowat syndrome,,"autosomal recessive disease characterized by is a rare autosomal recessive disease, characterized by microcephaly with brain anomalies including CA in some cases, intellectual disability, and early-infantile-onset nephrotic syndrome",,C537548,,,,C0795949
Q7077147,symptom,症状,Q169872,ocular tremor,,,,,,,,
Q5540112,symptom,症状,Q169872,George H. W. Bush vomiting incident,ブッシュ米大統領の1992年の崩壊と嘔吐,when US President vomited into Japanese Prime Minister's lap,,,,,,
Q2610084,symptom,症状,Q169872,sideroblastic anaemia P,鉄芽球性貧血,aplastic anemia where the bone marrow produces ringed sideroblasts rather than healthy red blood cells (erythrocytes),,D000756,,,,C0002896
Q327988,symptom,症状,Q169872,occupational burnout,燃え尽き症候群,"type of work-related stress, with symptoms characterized by feelings of energy depletion or exhaustion; increased mental distance from one’s job, or feelings of negativism or cynicism related to one's job; and reduced professional efficacy",,D002055,Z73.0,,,C0006433
Q3711812,symptom,症状,Q169872,Ullrich congenital muscular dystrophy,,"Ullrich congenital muscular dystrophy (UCMD) is characterized by early-onset, generalized and slowly progressive muscle weakness, multiple proximal joint contractures, marked hypermobility of the distal joints and normal intelligence",,,,,,C0410179
Q2711291,symptom,症状,Q169872,familial hypercholesterolemia,家族性高コレステロール血症,familial hyperlipidemia characterized by very high levels of low-density lipoprotein (LDL) and early cardiovascular disease,,D006938,,,,C0020445
Q3801602,symptom,症状,Q169872,hypoganglionosis,,rare congenital nervous system disorder,,,Q43.2,751.3,,CL495526
Q1477,symptom,症状,Q169872,ulcerative colitis,潰瘍性大腸炎,inflammatory bowel disease that causes ulcers in the colon,大腸の粘膜に潰瘍や糜爛を生じる炎症性疾患,D003093,,,,C0009324
Q3843800,symptom,症状,Q169872,chronic congestive splenomegaly,,chronic congestive enlargement of the spleen[2] resulting in premature destruction of the red blood cells by the spleen.,,C537903,,,,C0154307
Q3508729,symptom,症状,Q169872,occipital horn syndrome,,"Occipital horn syndrome (OHS) is a mild form of Menkes disease (MD, see this term), a syndrome characterized by progressive neurodegeneration and connective tissue disorders due to a copper transport defect",,C537860,E83.0,,,C0268353
Q3512243,symptom,症状,Q169872,autosomal dominant familial periodic fever,,human disease,,C536657,,,,C1275126
Q622901,symptom,症状,Q169872,Korsakoff's syndrome,コルサコフ症候群,mental illness caused by a lack of thiamine in the brain,健忘症・明示的記憶の障害・作話などの特徴を持つ中枢神経系障害,D020915,F04,294.0,,C0349464
Q3508800,symptom,症状,Q169872,congenital myasthenic syndrome,先天性筋無力症候群,Human disease,,D020294,,,,C0751882
Q11075191,symptom,症状,Q169872,post-war chaos period,戦後混乱期,,第二次世界大戦終戦直後の日本の政治経済が混乱した時期,,,,,
