qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q81476,surgery,外科手術,Q796194,endarterectomy,,surgical removal of the atheromatous plaque in an artery,,D004691,,,,
Q615857,surgery,外科手術,Q796194,stapedectomy,アブミ骨切除術,surgical procedure of the middle ear performed to improve hearing,,D013201,,,,
Q1116726,surgery,外科手術,Q796194,Drehmann sign,,orthopedicclinical test for hip joint,,,,,,
Q818326,surgery,外科手術,Q796194,Benton Visual Retention Test,,medical diagnostic method,,,,,,
Q690838,surgery,外科手術,Q796194,vasectomy,精管切除,surgical procedure for male sterilization,精巣で作られた精子が亀頭先まで流れる精管を切断または縛ることで、精子を含有した精液の放出を遮断する不妊手術,D014659,,,,
Q196775,surgery,外科手術,Q796194,Zervikalabstrich,,German term: a medical procedure in the context of the gynecological examination,,,,,,
Q32566,surgery,外科手術,Q796194,computed tomography,コンピュータ断層撮影,medical imaging procedure using X-rays to produce cross-sectional images,放射線を用いて、物体の内部をスライス画像化して観察できるようにする技術,D014057,,,,
Q1036063,surgery,外科手術,Q796194,tone decay test,,"auditory nerve function assessment by measuring the ability to sustain hearing a continuous tone, aiding in detecting retrocochlear disorders",,,,,,
Q897939,surgery,外科手術,Q796194,Myers-Briggs Type Indicator,MBTI,model of personality types,アメリカで提唱された、類型論に基づくパーソナリティ検査(性格検査）,,,,,
Q332126,surgery,外科手術,Q796194,ELISA,ELISA,assay,試料の分析方法,D004797,,,,C0014441
Q1402440,surgery,外科手術,Q796194,Feldenkrais Method,フェルデンクライスメソッド,guild regulated movement education complementary to physical therapy,,,,,,
Q680820,surgery,外科手術,Q796194,Freiburger Persönlichkeitsinventar,,psychological personality test,,,,,,
Q46565,surgery,外科手術,Q796194,pneumonectomy,肺切除,surgical removal of a lung,,D011013,,,,
Q580383,surgery,外科手術,Q796194,splenectomy,脾臓摘出術,surgical removal of part or all of a spleen,,D013156,,,,C0037995
Q475069,surgery,外科手術,Q796194,embolectomy,,surgical removal of emboli,,D017128,,,,C0162575
Q444351,surgery,外科手術,Q796194,dual-energy X-ray absorptiometry,二重エネルギーX線吸収測定法,diagnostic test for bone mineral density testing,,,,,,
Q961880,surgery,外科手術,Q796194,Magnetic field imaging,磁場画像法,noninvasive and contact-free cardiac diagnostic method,,,,,,
Q16636035,surgery,外科手術,Q796194,Veterinary hemodialysis,,,,,,,,
Q166026,surgery,外科手術,Q796194,hemispherectomy,,neurosurgical procedure wherein a cerebral hemisphere (half of the brain) is removed.,,D038421,,,,C1136213
Q180071,surgery,外科手術,Q796194,fine-needle aspiration,生検法,"diagnostic procedure to investigate lumps using a thin needle, for histopathology or cytopathology",,D044963,,,,C0085846
Q829680,surgery,外科手術,Q796194,complaints list,,standardized German-language questionnaire for physical and psychological complaints,,,,,,
Q814201,surgery,外科手術,Q796194,Zerssen Befindlichkeits-Skala,,,,,,,,
Q708232,surgery,外科手術,Q796194,arthroscopy,関節鏡,medical procedure,,D001182,,,,
Q290912,surgery,外科手術,Q796194,hippotherapy,乗馬セラピー,form of therapy in which a therapist uses the characteristic movements of a horse,,D056147,,,,C0454416
