qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q1931566,therapeutic agent,治療薬,Q179661,turtle plastron,亀板,,漢方薬の一種の亀の甲羅,,,,,
Q6436553,therapeutic agent,治療薬,Q179661,Krebiozen,,disproven cancer treatment,,,,,,
Q131404964,therapeutic agent,治療薬,Q179661,Leg transplantion,,,,,,,,
Q131588563,therapeutic agent,治療薬,Q179661,continuous suture,,,,,,,,
Q131588561,therapeutic agent,治療薬,Q179661,simple interrupted suture,,,,,,,,
Q131588560,therapeutic agent,治療薬,Q179661,subcuticular suture,,,,,,,,
Q132734471,therapeutic agent,治療薬,Q179661,American Surrogacy,,"Surrogacy agency based in Overland Park, KS, providing matching and support services for intended parents and surrogates.",,,,,,
Q1810912,therapeutic agent,治療薬,Q179661,Diphoterine,,first aid wash agent,,,,,,
Q20826201,therapeutic agent,治療薬,Q179661,Gerson therapy,,ineffective pseudoscientific alternative cancer therapy,,,,,,
Q119449643,therapeutic agent,治療薬,Q179661,puppet-rearing,,use of puppets to raise birds and avoid human imprinting,,,,,,
